plid,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,latLong,variableData,badgeInfo,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,rentalMarketingSubType,marketingTreatments,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,availabilityDate,visited,info3String,streetViewURL,streetViewMetadataURL
,https://photos.zillowstatic.com/fp/a068db04dd23819a1fc5a422a47100d5-p_e.jpg,True,/apartments/seattle-wa/thunderbird-apartments/5jDzp7/,FOR_RENT,Apartment for rent,"$2,245/mo","315 Belmont Ave E APT 103, Seattle, WA 98102",,,,,"{'latitude': 47.62131, 'longitude': -122.32442}","{'type': '3D_HOME', 'text': '3D Tour'}",,,,,,True,False,False,True,False,,False,7045624000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",2098967807,ForRent,For Rent,$2.2K,1.0,1.0,625.0,"{'homeInfo': {'zpid': 2098967807, 'streetAddress': '315 Belmont Ave E APT 103', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62131, 'longitude': -122.32442, 'price': 2245.0, 'datePriceChanged': 1732262400000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 625.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1665, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2245.0, 'priceChange': 50, 'timeOnZillow': 7045624000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 103', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/b5d34f7f4fba45b19f0b6dcaa1abcaef-p_e.jpg,True,/apartments/seattle-wa/summit-apartments/5jF2nG/,FOR_RENT,Apartment for rent,"$1,695/mo","1700 Summit Ave APT 405, Seattle, WA 98122",,,,,"{'latitude': 47.61648, 'longitude': -122.32527}","{'type': 'TIME_ON_INFO', 'text': '6 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,594259000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",2091625264,ForRent,For Rent,$1.7K,1.0,1.0,473.0,"{'homeInfo': {'zpid': 2091625264, 'streetAddress': '1700 Summit Ave APT 405', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61648, 'longitude': -122.32527, 'price': 1695.0, 'datePriceChanged': 1737532800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 473.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1688, 'listing_sub_type': {}, 'priceReduction': '$100 (Jan 22)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1695.0, 'priceChange': -100, 'timeOnZillow': 594259000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 405', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-15 00:00:00,False,,,
44br94u0cbjgr,https://photos.zillowstatic.com/fp/8604939e21be9a7b6b9bf0b83acde4b7-p_e.jpg,True,/apartments/seattle-wa/studios-and-1-bedroom-apartments-in-capitol-hill!/CgyyV4/,FOR_RENT,Studios and 1 Bedroom Apartments in Capitol Hill!,"$1,625+/mo","433 Belmont Ave E, Seattle, WA",1.0,1.0,582.0,2738159202.0,"{'latitude': 47.622967, 'longitude': -122.324326}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Studios and 1 Bedroom Apartments in Capitol Hill!,47.622967--122.324326,True,True,False,False,False,True,False,,False,3238057000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/3807739c0a0c86fc08a8abb2e6a89190-p_e.jpg,True,/apartments/seattle-wa/sealth-vista/5bFT6S/,FOR_RENT,Apartment for rent,"$1,695+/mo","203 Belmont Ave E, Seattle, WA 98102",,,,,"{'latitude': 47.61985, 'longitude': -122.32438}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,4066201000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",443219908,ForRent,For Rent,$1.7K,1.0,1.0,475.0,"{'homeInfo': {'zpid': 443219908, 'streetAddress': '203 Belmont Ave E #1B-1BA-400SQFT', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61985, 'longitude': -122.32438, 'price': 1695.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 475.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1695.0, 'timeOnZillow': 4066201000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1B-1Ba-400Sqft', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
50pwr86gz6e64,https://photos.zillowstatic.com/fp/2bc4b86f449fac6f923f58db25e2acc9-p_e.jpg,True,/apartments/seattle-wa/boylston-place/5jDzqQ/,FOR_RENT,Boylston Place,"$1,815+/mo","1816 Boylston Ave, Seattle, WA",1.0,1.0,540.0,1050487500.0,"{'latitude': 47.61806, 'longitude': -122.32292}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Boylston Place,47.61806--122.32292,True,True,True,False,False,True,False,,False,7689957000,2.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,,,,,,
pzzn0bnah5tv,https://photos.zillowstatic.com/fp/2aaaf4981e18b01be56e089ac3785818-p_e.jpg,True,/apartments/seattle-wa/ava-capitol-hill/65bCKq/,FOR_RENT,AVA Capitol Hill,"$2,207+/mo","1530 Belmont Ave, Seattle, WA",1.0,1.0,540.0,1150629604.0,"{'latitude': 47.61459, 'longitude': -122.32405}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",AVA Capitol Hill,47.61459--122.32405,True,True,False,False,False,True,False,,False,2711539000,11.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/1bacc2fdf702c6f9b63d5b0c37367a80-p_e.jpg,True,/apartments/seattle-wa/summit-apartments/5XjHx6/,FOR_RENT,Apartment for rent,"$1,575/mo","733 Summit Ave E APT 110, Seattle, WA 98102",,,,,"{'latitude': 47.62591, 'longitude': -122.32581}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,4254536000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2061871701,ForRent,For Rent,$1.6K,1.0,1.0,560.0,"{'homeInfo': {'zpid': 2061871701, 'streetAddress': '733 Summit Ave E APT 110', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62591, 'longitude': -122.32581, 'price': 1575.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 560.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1653, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1575.0, 'timeOnZillow': 4254536000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 110', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
4audw5jh7mz5m,https://photos.zillowstatic.com/fp/aa142bf87637a4814e92fbd2955d87ba-p_e.jpg,True,/apartments/seattle-wa/oslo/9VWLQf/,FOR_RENT,Oslo,"$1,999+/mo","323 Bellevue Ave E, Seattle, WA",1.0,1.0,422.0,2118662620.0,"{'latitude': 47.62149, 'longitude': -122.32678}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Oslo,47.62149--122.32678,True,True,False,False,False,True,False,,False,2189591000,5.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
n2mgqejj59kb,https://photos.zillowstatic.com/fp/cd1f85611c23f135d2649f4a85fa83e0-p_e.jpg,True,/apartments/seattle-wa/viva/5ZJtRp/,FOR_RENT,Viva,"$2,325+/mo","1111 E Union St, Seattle, WA",1.0,1.0,712.0,1010591572.0,"{'latitude': 47.61274, 'longitude': -122.317474}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Viva,47.61274--122.317474,True,True,True,False,False,True,False,,False,1488742000,4.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",,,,,,,,,,,,,,,,,,,
50x8sasgvh9tz,https://photos.zillowstatic.com/fp/c49ae9303badb82901fdd1ca8967e4fb-p_e.jpg,True,/apartments/seattle-wa/classic-and-cool-living-in-capitol-hill/CgHnvp/,FOR_RENT,One Month Free on 1bds! Classic & Cool Living in Capitol Hill,"$1,795+/mo","1225 10th Ave, Seattle, WA",1.0,1.0,510.0,2734138544.0,"{'latitude': 47.612686, 'longitude': -122.31957}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",One Month Free on 1bds! Classic & Cool Living in Capitol Hill,47.612686--122.31957,True,True,True,False,False,True,False,,False,1313045000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,,,,,,
3064m6t9z4y0e,https://photos.zillowstatic.com/fp/f2ceae43798967a25104edb92431517c-p_e.jpg,True,/apartments/seattle-wa/624-yale-apartments/9VWkdH/,FOR_RENT,624 Yale Apartments,"$2,040+/mo","624 Yale Ave N, Seattle, WA",1.0,1.0,591.0,2118711160.0,"{'latitude': 47.62492, 'longitude': -122.33042}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",624 Yale Apartments,47.62492--122.33042,True,True,True,False,False,True,False,,False,4404272000,17.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/ab239121e0f2018fd1489f723d78e06e-p_e.jpg,True,/apartments/seattle-wa/carlyle-apartments-capitol-hill-seattle/5hY5C7/,FOR_RENT,Apartment for rent,"$1,695/mo","320 Summit Ave E APT 4, Seattle, WA 98102",,,,,"{'latitude': 47.62151, 'longitude': -122.32502}","{'type': 'TIME_ON_INFO', 'text': '15 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1354512000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",2085306009,ForRent,For Rent,$1.7K,1.0,1.0,600.0,"{'homeInfo': {'zpid': 2085306009, 'streetAddress': '320 Summit Ave E APT 4', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62151, 'longitude': -122.32502, 'price': 1695.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1653, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1695.0, 'timeOnZillow': 1354512000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 4', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-09 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/b5ca6c5fd99c0d34d64c6a7826e983e7-p_e.jpg,True,/apartments/seattle-wa/1404-boylston/9P5zK3/,FOR_RENT,Apartment for rent,"$1,775/mo","1404 Boylston Ave APT 301, Seattle, WA 98122",,,,,"{'latitude': 47.613342, 'longitude': -122.32301}","{'type': 'TIME_ON_INFO', 'text': '9 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,852239000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",2088211739,ForRent,For Rent,$1.8K,1.0,1.0,476.0,"{'homeInfo': {'zpid': 2088211739, 'streetAddress': '1404 Boylston Ave APT 301', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.613342, 'longitude': -122.32301, 'price': 1775.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 476.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1559, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1775.0, 'timeOnZillow': 852239000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 301', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/02a5d0c9cf37708dfa3667a75c1f989c-p_e.jpg,True,/apartments/seattle-wa/summit-view/5jF2ny/,FOR_RENT,Apartment for rent,"$1,800/mo","745 Summit Ave E APT 205, Seattle, WA 98102",,,,,"{'latitude': 47.626427, 'longitude': -122.325714}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,11519174000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2091750195,ForRent,For Rent,$1.8K,1.0,1.0,640.0,"{'homeInfo': {'zpid': 2091750195, 'streetAddress': '745 Summit Ave E APT 205', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.626427, 'longitude': -122.325714, 'price': 1800.0, 'datePriceChanged': 1730271600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 640.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1808, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1800.0, 'priceChange': 105, 'timeOnZillow': 11519174000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 205', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
1bmtkfp6fu5kg,https://photos.zillowstatic.com/fp/ffbe223f92d899b2a81bbd46c2c44f1e-p_e.jpg,True,/apartments/seattle-wa/union-park/5YJVF5/,FOR_RENT,Union Park,"$2,114+/mo","1310 Minor Ave, Seattle, WA",1.0,1.0,634.0,1004780626.0,"{'latitude': 47.612705, 'longitude': -122.32633}","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Union Park,47.612705--122.32633,True,True,False,False,False,True,False,,False,115676000,7.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/0a2c13492ff7509b0ed63a79fa31c1a9-p_e.jpg,True,/apartments/seattle-wa/belroy/5XjVQx/,FOR_RENT,Apartment for rent,"$3,295/mo","703 Bellevue Ave E #601, Seattle, WA 98102",,,,,"{'latitude': 47.625244, 'longitude': -122.326866}","{'type': 'TIME_ON_INFO', 'text': '14 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1293742000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",2063228899,ForRent,For Rent,$3.3K,1.0,1.0,848.0,"{'homeInfo': {'zpid': 2063228899, 'streetAddress': '703 Bellevue Ave E #601', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.625244, 'longitude': -122.326866, 'price': 3295.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 848.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2119, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3295.0, 'timeOnZillow': 1293742000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 601', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-15 00:00:00,False,,,
3d3m3tjvg3svb,https://photos.zillowstatic.com/fp/27d6952de7d478cdc61188592241423f-p_e.jpg,True,/apartments/seattle-wa/101-broadway/CdbdVp/,FOR_RENT,101 Broadway,"$2,250+/mo","840 E Denny Way, Seattle, WA",1.0,1.0,485.0,2724473539.0,"{'latitude': 47.618935, 'longitude': -122.32126}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",101 Broadway,47.618935--122.32126,True,True,False,False,False,True,False,,False,11724207000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/571339e6760cc7b66233aa082d2ff17d-p_e.jpg,True,/apartments/seattle-wa/wfd-the-weatherford/65XhSK/,FOR_RENT,Apartment for rent,"$2,249/mo","1321 E John St APT 302, Seattle, WA 98102",,,,,"{'latitude': 47.61979, 'longitude': -122.31469}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,6992725000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2092089610,ForRent,For Rent,$2.2K,1.0,1.0,610.0,"{'homeInfo': {'zpid': 2092089610, 'streetAddress': '1321 E John St APT 302', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61979, 'longitude': -122.31469, 'price': 2249.0, 'datePriceChanged': 1736496000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 610.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1905, 'listing_sub_type': {}, 'priceReduction': '$50 (Jan 10)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2249.0, 'priceChange': -50, 'timeOnZillow': 6992725000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 302', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
2g9qz4g625b57,https://photos.zillowstatic.com/fp/7378305f40b09b620a6be014b55982a4-p_e.jpg,True,/apartments/seattle-wa/gridline/BcqDf6/,FOR_RENT,Gridline,"$2,440+/mo","1421 Harvard Ave, Seattle, WA",1.0,1.0,657.0,2437477564.0,"{'latitude': 47.613438, 'longitude': -122.32249}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Gridline,47.613438--122.32249,True,True,True,False,False,True,False,,False,31531799000,5.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/4b5843d0304baf68c0d7c7352a91370a-p_e.jpg,True,/apartments/seattle-wa/the-winston/95xY36/,FOR_RENT,Apartment for rent,"$1,695/mo","1019 E Pike St APT G, Seattle, WA 98122",,,,,"{'latitude': 47.61391, 'longitude': -122.318474}","{'type': 'TIME_ON_INFO', 'text': '17 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1543155000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",2104966049,ForRent,For Rent,$1.7K,1.0,1.0,496.0,"{'homeInfo': {'zpid': 2104966049, 'streetAddress': '1019 E Pike St APT G', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61391, 'longitude': -122.318474, 'price': 1695.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 496.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1817, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1695.0, 'timeOnZillow': 1543155000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt G', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
55up9nz3k313v,https://photos.zillowstatic.com/fp/07829e38ecd757497924832f08b544dd-p_e.jpg,True,/apartments/seattle-wa/harvard-house/5bgzpK/,FOR_RENT,Harvard House,"$1,195+/mo","224 Harvard Ave E, Seattle, WA",1.0,1.0,475.0,1018604567.0,"{'latitude': 47.620705, 'longitude': -122.32184}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Harvard House,47.620705--122.32184,True,True,False,False,False,True,False,,False,1515714000,5.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
33kds06hkaw1s,https://photos.zillowstatic.com/fp/5a08431456e3754246e96bf5a1a1b1a2-p_e.jpg,True,/apartments/seattle-wa/the-lyric/5XjTh7/,FOR_RENT,The Lyric,"$2,211+/mo","215 10th Ave E, Seattle, WA",1.0,1.0,515.0,1001485182.0,"{'latitude': 47.62046, 'longitude': -122.31986}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",The Lyric,47.62046--122.31986,True,True,True,False,False,True,False,,False,117613000,10.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",,,,,,,,,,,,,,,,,,,
586ataum1e1wv,https://photos.zillowstatic.com/fp/bc7926b0e0d09634a314f0b19fcb1ebf-p_e.jpg,True,/apartments/seattle-wa/the-josephine/5ZbPPb/,FOR_RENT,The Josephine,"$1,725+/mo","1300 E Union St, Seattle, WA",1.0,1.0,600.0,1012298575.0,"{'latitude': 47.61322, 'longitude': -122.315285}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",The Josephine,47.61322--122.315285,True,True,True,False,False,True,False,,False,1650438000,6.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,,,,,,
